name;group;type;full_name;time;status;optimal;tle_feas;tle_not_feas;gap;obj_value;bestbound;numnodes;constraints_used_mip_str
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.14;9;0;0;1;NA;Inf;0;2409;1-29,35-45
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.06;9;0;1;0;100;1063.67;0;2982;1-29,35-44,46
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.09;9;0;0;1;NA;Inf;0;2592;1-29,35-43,45-46
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.09;9;0;1;0;100;1086.48;0;2589;1-29,35-42,44-46
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.09;9;0;1;0;100;1050.47;0;3222;1-29,35-41,43-46
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.19;9;0;1;0;100;1174.15;0;2314;1-29,35-40,42-46
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.22;9;0;1;0;100;1038.86;0;2770;1-29,35-39,41-46
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.12;9;0;0;1;NA;Inf;0;3064;1-29,35-38,40-46
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.11;9;0;1;0;100;956.21;0;2204;1-29,35-37,39-46
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.19;9;0;1;0;100;1191.23;0;2629;1-29,35-36,38-46
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.08;9;0;1;0;100;1009.96;0;2482;1-29,35,37-46
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.08;9;0;1;0;100;1090.97;0;2592;1-29,36-46
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.15;9;0;0;1;NA;Inf;0;2409;1-29,35-46
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.12;9;0;0;1;NA;Inf;0;1055;1-29
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.09;9;0;0;1;NA;Inf;0;1599;1-29,35
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.09;9;0;0;1;NA;Inf;0;1797;1-29,36
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.09;9;0;0;1;NA;Inf;0;1150;1-29,37
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.04;9;0;0;1;NA;Inf;0;1661;1-29,38
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.11;9;0;0;1;NA;Inf;0;1109;1-29,39
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.11;9;0;1;0;100;1020.94;0;1684;1-29,40
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.12;9;0;0;1;NA;Inf;0;1035;1-29,41
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.08;9;0;0;1;NA;Inf;0;887;1-29,42
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.04;9;0;0;1;NA;Inf;0;1154;1-29,43
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.07;9;0;0;1;NA;Inf;0;1307;1-29,44
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.2;9;0;0;1;NA;Inf;0;1226;1-29,45
lr209;10R_10V_04I_03M;t2;lr209_t2_10R_10V_04I_03M;600.07;9;0;0;1;NA;Inf;0;1459;1-29,46
