name;group;type;full_name;time;status;optimal;tle_feas;tle_not_feas;gap;obj_value;bestbound;numnodes;constraints_used_mip_str
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;73.58;668.92;176.71;224694;1-29,35-45
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;74.75;666.52;168.33;193382;1-29,35-44,46
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;69.76;666.52;201.56;238608;1-29,35-43,45-46
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;80.74;677.94;130.58;200882;1-29,35-42,44-46
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;71.34;680.71;195.07;115923;1-29,35-41,43-46
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;74.25;677.34;174.42;202921;1-29,35-40,42-46
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;73.98;670.14;174.35;183132;1-29,35-39,41-46
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.02;9;0;1;0;78.4;667.74;144.23;182547;1-29,35-38,40-46
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;74.04;670.07;173.97;174904;1-29,35-37,39-46
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;75.99;666.95;160.14;175335;1-29,35-36,38-46
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;66.81;666.52;221.2;281307;1-29,35,37-46
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;81.53;671.5;124.03;150209;1-29,36-46
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;74.1;668.92;173.22;192143;1-29,35-46
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.02;9;0;1;0;80.74;678.09;130.58;103801;1-29
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;71.71;666.52;188.55;179849;1-29,35
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;80.16;671.5;133.24;195419;1-29,36
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;72.63;666.52;182.43;223697;1-29,37
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.02;9;0;1;0;82.82;674.03;115.83;151035;1-29,38
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;76.67;672.67;156.92;167307;1-29,39
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;81.09;690.38;130.58;76890;1-29,40
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.03;9;0;1;0;81.5;676.66;125.2;192363;1-29,41
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;75.42;666.52;163.82;174079;1-29,42
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;81.77;680.39;124.02;123963;1-29,43
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;77.71;671.5;149.7;185466;1-29,44
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;83.48;683.42;112.91;119128;1-29,45
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;69.38;671.5;205.6;251420;1-29,46
