name;group;type;full_name;time;status;optimal;tle_feas;tle_not_feas;gap;obj_value;bestbound;numnodes;constraints_used_mip_str
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;1.61;2;1;0;0;0;661.95;661.95;16974;1-29,35-45
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;1.46;2;1;0;0;0;661.95;661.95;14424;1-29,35-44,46
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;1.39;2;1;0;0;0;661.95;661.95;15094;1-29,35-43,45-46
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.6;2;1;0;0;0;661.95;661.95;7347;1-29,35-42,44-46
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;1.37;2;1;0;0;0;661.95;661.95;15517;1-29,35-41,43-46
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.85;2;1;0;0;0;661.95;661.95;13120;1-29,35-40,42-46
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.91;2;1;0;0;0;661.95;661.95;13035;1-29,35-39,41-46
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;1.49;2;1;0;0;0;661.95;661.95;15678;1-29,35-38,40-46
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.65;2;1;0;0;0;661.95;661.95;7275;1-29,35-37,39-46
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.91;2;1;0;0;0;661.95;661.95;13035;1-29,35-36,38-46
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;1.55;2;1;0;0;0;661.95;661.95;16125;1-29,35,37-46
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.68;2;1;0;0;0;661.95;661.95;8526;1-29,36-46
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.98;2;1;0;0;0;661.95;661.95;13035;1-29,35-46
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.75;2;1;0;0;0;661.95;661.95;10473;1-29
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.88;2;1;0;0;0;661.95;661.95;13028;1-29,35
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.67;2;1;0;0;0;661.95;661.95;7940;1-29,36
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.72;2;1;0;0;0;661.95;661.95;10473;1-29,37
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;2.11;2;1;0;0;0;661.95;661.95;15557;1-29,38
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;2.18;2;1;0;0;0;661.95;661.95;14512;1-29,39
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.73;2;1;0;0;0;661.95;661.95;10473;1-29,40
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;2.3;2;1;0;0;0;661.95;661.95;18297;1-29,41
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;2.12;2;1;0;0;0;661.95;661.95;19762;1-29,42
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.51;2;1;0;0;0;661.95;661.95;3724;1-29,43
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.54;2;1;0;0;0;661.95;661.95;5070;1-29,44
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;1.02;2;1;0;0;0;661.95;661.95;14481;1-29,45
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.46;2;1;0;0;0;661.95;661.95;3112;1-29,46
