name;group;type;full_name;time;status;optimal;tle_feas;tle_not_feas;gap;obj_value;bestbound;numnodes;constraints_used_mip_str
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;35.49;694.97;448.29;183090;1-29,35-45
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;31.5;694.97;476.02;295928;1-29,35-44,46
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;46.7;694.97;370.45;57998;1-29,35-43,45-46
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.01;9;0;1;0;53.91;694.97;320.3;148505;1-29,35-42,44-46
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;50.64;694.97;343.03;103479;1-29,35-41,43-46
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.01;9;0;1;0;61.56;694.97;267.15;2520;1-29,35-40,42-46
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.01;9;0;1;0;37.44;694.97;434.75;178035;1-29,35-39,41-46
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.04;9;0;1;0;48.94;694.97;354.84;192608;1-29,35-38,40-46
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.01;9;0;1;0;45.49;694.97;378.85;181603;1-29,35-37,39-46
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.09;9;0;1;0;46.9;694.97;369.06;73097;1-29,35-36,38-46
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.03;9;0;1;0;60.13;694.97;277.1;2449;1-29,35,37-46
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.01;9;0;1;0;4.83;694.97;661.39;308154;1-29,36-46
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;45.53;694.97;378.57;193350;1-29,35-46
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.44;9;0;1;0;41.81;694.97;404.39;163269;1-29
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;69.68;699.39;212.07;7073;1-29,35
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.03;9;0;1;0;11.36;694.97;616.03;176164;1-29,36
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;42.16;694.97;401.96;140829;1-29,37
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.03;9;0;1;0;34.95;694.97;452.05;207660;1-29,38
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;61.96;694.97;264.38;21234;1-29,39
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.01;9;0;1;0;43.19;694.97;394.81;100802;1-29,40
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.08;9;0;1;0;49.7;694.97;349.54;103678;1-29,41
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.03;9;0;1;0;33.43;694.97;462.66;163444;1-29,42
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;62.77;694.97;258.76;2391;1-29,43
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;58.29;695.16;289.92;58958;1-29,44
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;36.19;694.97;443.47;134649;1-29,45
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.03;9;0;1;0;64.15;701.03;251.32;2422;1-29,46
