name;group;type;full_name;time;status;optimal;tle_feas;tle_not_feas;gap;obj_value;bestbound;numnodes;constraints_used_mip_str
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.05;9;0;1;0;100;677.49;0;20150;1-29,35-45
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.03;9;0;1;0;100;675.19;0;14750;1-29,35-44,46
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.05;9;0;1;0;100;720.66;0;16980;1-29,35-43,45-46
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.02;9;0;1;0;100;704.24;0;18657;1-29,35-42,44-46
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.03;9;0;1;0;100;679.02;0;16875;1-29,35-41,43-46
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.05;9;0;1;0;100;677.76;0;17971;1-29,35-40,42-46
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.04;9;0;1;0;100;686.47;0;16514;1-29,35-39,41-46
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.03;9;0;1;0;100;687.04;0;16835;1-29,35-38,40-46
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.05;9;0;1;0;100;669.33;0;11234;1-29,35-37,39-46
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.02;9;0;1;0;100;713.36;0;14750;1-29,35-36,38-46
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.03;9;0;1;0;100;722.86;0;15323;1-29,35,37-46
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.04;9;0;1;0;100;659.76;0;16884;1-29,36-46
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.05;9;0;1;0;100;677.49;0;20111;1-29,35-46
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.05;9;0;1;0;100;719.93;0;8526;1-29
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.06;9;0;1;0;100;814.33;0;5822;1-29,35
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.04;9;0;1;0;100;732.34;0;8364;1-29,36
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.05;9;0;1;0;100;723.35;0;5688;1-29,37
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.04;9;0;1;0;100;699.45;0;10682;1-29,38
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.07;9;0;1;0;100;720.63;0;9088;1-29,39
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.06;9;0;1;0;100;777.99;0;4546;1-29,40
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.02;9;0;1;0;100;724.03;0;10274;1-29,41
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.08;9;0;1;0;100;740.49;0;4371;1-29,42
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.03;9;0;1;0;100;724.95;0;7474;1-29,43
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.04;9;0;1;0;100;721.69;0;10555;1-29,44
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.04;9;0;1;0;100;739.89;0;7532;1-29,45
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.06;9;0;1;0;100;721.3;0;8961;1-29,46
