name;group;type;full_name;time;status;optimal;tle_feas;tle_not_feas;gap;obj_value;bestbound;numnodes;constraints_used_mip_str
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.36;2;1;0;0;0;689.69;689.69;322;1-29,35-45
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.28;2;1;0;0;0;689.69;689.69;344;1-29,35-44,46
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.41;2;1;0;0;0;689.69;689.69;364;1-29,35-43,45-46
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.32;2;1;0;0;0;689.69;689.69;310;1-29,35-42,44-46
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.27;2;1;0;0;0;689.69;689.69;479;1-29,35-41,43-46
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.28;2;1;0;0;0;689.69;689.69;348;1-29,35-40,42-46
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.25;2;1;0;0;0;689.69;689.69;673;1-29,35-39,41-46
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.22;2;1;0;0;0;689.69;689.69;168;1-29,35-38,40-46
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.37;2;1;0;0;0;689.69;689.69;371;1-29,35-37,39-46
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.26;2;1;0;0;0;689.69;689.69;673;1-29,35-36,38-46
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.43;2;1;0;0;0;689.69;689.69;428;1-29,35,37-46
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.24;2;1;0;0;0;689.69;689.69;325;1-29,36-46
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.28;2;1;0;0;0;689.69;689.69;673;1-29,35-46
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.59;2;1;0;0;0;689.69;689.69;399;1-29
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.6;2;1;0;0;0;689.69;689.69;304;1-29,35
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.38;2;1;0;0;0;689.69;689.69;479;1-29,36
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.73;2;1;0;0;0;689.69;689.69;399;1-29,37
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.68;2;1;0;0;0;689.69;689.69;344;1-29,38
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.7;2;1;0;0;0;689.69;689.69;192;1-29,39
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.73;2;1;0;0;0;689.69;689.69;399;1-29,40
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.51;2;1;0;0;0;689.69;689.69;536;1-29,41
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.78;2;1;0;0;0;689.69;689.69;369;1-29,42
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.68;2;1;0;0;0;689.69;689.69;211;1-29,43
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.78;2;1;0;0;0;689.69;689.69;343;1-29,44
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.62;2;1;0;0;0;689.69;689.69;228;1-29,45
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.68;2;1;0;0;0;689.69;689.69;401;1-29,46
