name;group;type;full_name;time;status;optimal;tle_feas;tle_not_feas;gap;obj_value;bestbound;numnodes;constraints_used_mip_str
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.05;9;0;0;1;NA;Inf;0;1819;1-29,35-45
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.1;9;0;1;0;100;1196.77;0;2551;1-29,35-44,46
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.05;9;0;1;0;100;1175.22;0;2834;1-29,35-43,45-46
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.08;9;0;1;0;100;1175.66;0;2730;1-29,35-42,44-46
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.14;9;0;1;0;100;1126.03;0;2120;1-29,35-41,43-46
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.1;9;0;0;1;NA;Inf;0;2749;1-29,35-40,42-46
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.09;9;0;1;0;100;1240.47;0;2732;1-29,35-39,41-46
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.06;9;0;1;0;100;1182.94;0;2485;1-29,35-38,40-46
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.04;9;0;0;1;NA;Inf;0;2383;1-29,35-37,39-46
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.05;9;0;1;0;100;1250.95;0;2744;1-29,35-36,38-46
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.1;9;0;1;0;100;1144.32;0;2869;1-29,35,37-46
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.05;9;0;0;1;NA;Inf;0;2050;1-29,36-46
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.15;9;0;1;0;100;1234.29;0;2764;1-29,35-46
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.04;9;0;0;1;NA;Inf;0;700;1-29
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.07;9;0;0;1;NA;Inf;0;1559;1-29,35
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.15;9;0;1;0;100;1250.48;0;2152;1-29,36
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.09;9;0;0;1;NA;Inf;0;572;1-29,37
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.07;9;0;0;1;NA;Inf;0;1544;1-29,38
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.07;9;0;0;1;NA;Inf;0;781;1-29,39
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.27;9;0;1;0;100;1382.27;0;797;1-29,40
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.16;9;0;1;0;100;1239.86;0;1207;1-29,41
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.09;9;0;0;1;NA;Inf;0;2084;1-29,42
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.12;9;0;0;1;NA;Inf;0;609;1-29,43
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.15;9;0;1;0;100;1225.24;0;1371;1-29,44
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.23;9;0;1;0;100;1217.83;0;1757;1-29,45
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.01;9;0;0;1;NA;Inf;0;2005;1-29,46
