name;group;type;full_name;time;status;optimal;tle_feas;tle_not_feas;gap;obj_value;bestbound;numnodes;constraints_used_mip_str
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.04;9;0;1;0;91.28;558.65;48.71;16603;1-29,35-45
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.02;9;0;1;0;91.15;552.06;48.87;17336;1-29,35-44,46
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.05;9;0;1;0;91.31;564.18;49.05;17270;1-29,35-43,45-46
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;100;560.34;0;16288;1-29,35-42,44-46
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;99.54;551.33;2.55;11964;1-29,35-41,43-46
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.02;9;0;1;0;100;557.75;0;13967;1-29,35-40,42-46
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;89.66;555.9;57.46;27334;1-29,35-39,41-46
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.04;9;0;1;0;100;563.58;0;17981;1-29,35-38,40-46
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.04;9;0;1;0;91.32;554.61;48.12;14547;1-29,35-37,39-46
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;91.3;551.79;48;16046;1-29,35-36,38-46
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.06;9;0;1;0;90.81;552.06;50.71;15959;1-29,35,37-46
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.02;9;0;1;0;88.74;555.4;62.52;18266;1-29,36-46
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.02;9;0;1;0;90.05;546.1;54.32;15395;1-29,35-46
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.04;9;0;1;0;91.03;552.38;49.55;8393;1-29
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;90.4;565.93;54.32;7600;1-29,35
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;90.02;544.41;54.32;9040;1-29,36
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.02;9;0;1;0;91.51;565.04;48;7385;1-29,37
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;88.27;552.72;64.83;13199;1-29,38
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;91.09;562.53;50.12;9152;1-29,39
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;91.09;558.64;49.78;7637;1-29,40
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;90.42;559.44;53.6;9027;1-29,41
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.02;9;0;1;0;91.46;566.65;48.4;9050;1-29,42
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.02;9;0;1;0;90.48;562.86;53.6;11313;1-29,43
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;91.56;568.41;48;7968;1-29,44
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;91.44;562.27;48.15;9723;1-29,45
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.02;9;0;1;0;90.64;557.11;52.15;9910;1-29,46
