alpha;mean_minrpd;mean_meanrpd;mean_maxrpd;sd_minrpd;sd_meanrpd;sd_maxrpd
0.05;0.237220782292846;2.39420130959138;3.88170302323292;0.8445963230134;2.40011572343025;3.71612511194623
0.1;1.2436125591026;3.45366163078443;5.15410945840482;1.65182528218496;3.47418958328653;4.89921204412225
0.15;2.35362868711994;4.47542659264776;6.02142943943813;3.57189230993275;4.72523737594147;5.89258949305884
0.2;2.36416140243697;4.94487910358636;6.64409077734684;3.16056472598719;5.13088733960957;6.22843642208919
