alpha;mean_minrpd;mean_meanrpd;mean_maxrpd;sd_minrpd;sd_meanrpd;sd_maxrpd
0.05;0.410501125202571;1.54273537280565;2.56653799552616;0.819084518039236;1.68048372888978;2.7478339257178
0.1;0.389726621143324;1.82380248929479;2.83730293520897;0.707463489283467;1.9515373702755;2.99994035943201
0.15;0.869632168002711;2.14252269729685;3.1176226695132;1.37906351849586;2.33469050251457;3.14375034908649
0.2;0.897868486350579;2.44339434476142;3.35069772477334;1.23874847714019;2.60027737367503;3.47246565734831
