alpha;mean_minrpd;mean_meanrpd;mean_maxrpd;sd_minrpd;sd_meanrpd;sd_maxrpd
0.05;0.341681587401641;1.73060860556567;2.65142588928196;1.16447267781223;2.59689924020377;3.86842517641839
0.1;0.778285183103074;2.04064858594246;3.02229260805781;1.46769978893395;2.85445749480629;4.17332774054505
0.15;0.74165968723711;2.51158352379045;3.51649535757951;1.28804458068113;3.50913914007953;4.92858915035164
0.2;0.989139506562336;2.69129099689592;3.64136913916936;1.52392748851603;3.72909178060419;4.97295961766616
