full_name;type;alpha;seed;value;feasible
LR1_2_9_t1_60R_60V_04F_06M;t1;0.05;115;11838.19;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.05;115;11807.3;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.05;122;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.05;122;651.63;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.05;122;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.05;122;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.05;122;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.05;122;981.27;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.05;122;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.05;122;1335.74;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.05;122;4686;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.05;122;5758.59;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.05;122;6246.31;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.05;122;7835.57;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.05;122;8612.62;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.05;122;10433.69;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.05;122;11797.55;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.05;122;11954.01;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.05;129;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.05;129;652.32;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.05;129;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.05;129;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.05;129;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.05;129;995.01;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.05;129;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.05;129;1345.69;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.05;129;4462.64;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.05;129;5766.85;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.05;129;6135.79;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.05;129;7676.76;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.05;129;8650.24;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.05;129;10270.36;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.05;129;12053.37;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.05;129;12055.97;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.05;136;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.05;136;658.98;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.05;136;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.05;136;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.05;136;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.05;136;983.65;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.05;136;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.05;136;1337.92;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.05;136;4488.73;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.05;136;5771.01;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.05;136;6139.77;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.05;136;7860.98;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.05;136;8569.58;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.05;136;9966.69;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.05;136;11946.2;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.05;136;11605.19;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.05;143;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.05;143;652.99;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.05;143;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.05;143;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.05;143;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.05;143;976.41;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.05;143;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.05;143;1339.45;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.05;143;4593.96;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.05;143;5777.4;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.05;143;6097.06;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.05;143;7836.47;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.05;143;8649.73;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.05;143;9897.71;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.05;143;12048.92;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.05;143;11698.42;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.05;150;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.05;150;651.63;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.05;150;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.05;150;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.05;150;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.05;150;983.2;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.05;150;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.05;150;1338.04;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.05;150;4501.47;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.05;150;5850.94;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.05;150;6136.5;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.05;150;7906.91;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.05;150;8688.06;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.05;150;10281.85;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.05;150;11964.85;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.05;150;11731.27;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.05;157;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.05;157;661.99;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.05;157;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.05;157;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.05;157;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.05;157;981.52;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.05;157;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.05;157;1337.15;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.05;157;4460.48;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.05;157;5634.58;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.05;157;6018.44;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.05;157;7791.55;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.05;157;8656.24;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.05;157;10309.65;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.05;157;12015.03;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.05;157;12016.24;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.1;94;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.1;94;653.35;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.1;94;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.1;94;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.1;94;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.1;94;989.4;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.1;94;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.1;94;1333.97;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.1;94;4665.59;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.1;94;5986.39;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.1;94;6026.95;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.1;94;7904.99;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.1;94;8629.86;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.1;94;10651.17;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.1;94;12042.12;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.1;94;11939;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.1;101;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.1;101;650.73;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.1;101;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.1;101;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.1;101;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.1;101;987.05;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.1;101;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.1;101;1334.09;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.1;101;4605.29;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.1;101;6021.51;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.1;101;6253.24;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.1;101;7929.28;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.1;101;8629.06;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.1;101;10346.55;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.1;101;12027.28;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.1;101;12283.47;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.1;108;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.1;108;653.56;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.1;108;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.1;108;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.1;108;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.1;108;989.81;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.1;108;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.1;108;1331.63;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.1;108;4584.37;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.1;108;5729.9;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.1;108;6116.57;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.1;108;7904.61;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.1;108;8568.63;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.1;108;10719.77;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.1;108;12198.36;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.1;108;12143.02;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.1;115;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.1;115;661.12;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.1;115;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.1;115;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.1;115;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.1;115;976.71;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.1;115;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.1;115;1338.19;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.1;115;4677.49;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.1;115;5766.87;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.1;115;6225.48;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.1;115;7786;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.1;115;8613.74;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.1;115;10594.7;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.1;115;12121.5;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.1;115;12117.03;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.1;122;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.1;122;651.63;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.1;122;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.1;122;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.1;122;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.1;122;987.97;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.1;122;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.1;122;1341.51;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.1;122;4633.02;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.1;122;5704.79;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.1;122;6223.14;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.1;122;7792.03;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.1;122;8680.1;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.1;122;10652.33;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.1;122;12090.06;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.1;122;11960.18;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.1;129;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.1;129;652.39;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.1;129;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.1;129;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.1;129;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.1;129;986.37;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.1;129;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.1;129;1336.04;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.1;129;4579.88;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.1;129;6041.65;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.1;129;6189.24;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.1;129;7935.27;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.1;129;8730.61;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.1;129;10728.05;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.1;129;12254.64;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.1;129;11968.23;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.1;136;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.1;136;661.38;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.1;136;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.1;136;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.1;136;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.1;136;980.59;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.1;136;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.1;136;1340.96;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.1;136;4529.1;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.1;136;5939.37;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.1;136;6160.07;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.1;136;7841.63;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.1;136;8588.96;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.1;136;10657.29;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.1;136;12059.41;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.1;136;12105.81;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.1;143;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.1;143;655.61;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.1;143;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.1;143;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.1;143;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.1;143;976.06;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.1;143;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.1;143;1335.56;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.1;143;4676.06;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.1;143;5992.15;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.1;143;6285.7;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.1;143;7870.8;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.1;143;8679.12;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.1;143;10381.41;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.1;143;12048;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.1;143;12032.66;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.1;150;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.1;150;661.12;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.1;150;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.1;150;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.1;150;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.1;150;1007.81;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.1;150;1397.42;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.1;150;1336.74;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.1;150;4722.49;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.1;150;5918.32;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.1;150;6137.41;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.1;150;7951.86;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.1;150;8632.96;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.1;150;10603.17;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.1;150;12114.88;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.1;150;12119.3;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.1;157;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.1;157;652.32;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.1;157;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.1;157;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.1;157;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.1;157;976.51;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.1;157;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.1;157;1339.45;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.1;157;4606.38;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.1;157;5911.28;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.1;157;6208.13;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.1;157;7924.3;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.1;157;8607.99;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.1;157;10407.72;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.1;157;12099.05;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.1;157;11945.93;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.15;94;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.15;94;651.11;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.15;94;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.15;94;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.15;94;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.15;94;1004.4;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.15;94;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.15;94;1333.97;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.15;94;4652.34;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.15;94;5679.96;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.15;94;6206.21;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.15;94;8002.38;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.15;94;8697.62;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.15;94;10707.2;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.15;94;12118.9;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.15;94;12354.91;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.15;101;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.15;101;651.42;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.15;101;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.15;101;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.15;101;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.15;101;1002.48;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.15;101;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.15;101;1336.14;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.15;101;4734.74;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.15;101;6085.13;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.15;101;5993.04;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.15;101;7939.13;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.15;101;8625.2;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.15;101;10629.53;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.15;101;12211.8;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.15;101;12330.74;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.15;108;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.15;108;652.66;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.15;108;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.15;108;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.15;108;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.15;108;1010.71;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.15;108;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.15;108;1336.74;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.15;108;4673.2;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.15;108;5871.13;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.15;108;6095.5;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.15;108;8029.3;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.15;108;8812.59;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.15;108;10475.21;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.15;108;12170.01;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.15;108;12165.08;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.15;115;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.15;115;651.63;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.15;115;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.15;115;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.15;115;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.15;115;987;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.15;115;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.15;115;1338.19;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.15;115;4679.26;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.15;115;5786.67;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.15;115;6129.02;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.15;115;8013.33;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.15;115;8582.4;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.15;115;10859.15;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.15;115;12207.34;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.15;115;12319.39;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.15;122;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.15;122;652.99;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.15;122;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.15;122;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.15;122;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.15;122;985.1;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.15;122;1392.53;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.15;122;1340.15;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.15;122;4735.37;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.15;122;5919.73;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.15;122;6316.25;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.15;122;8000.26;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.15;122;8851.66;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.15;122;10854.29;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.15;122;12115.98;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.15;122;12065.31;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.15;129;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.15;129;651.73;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.15;129;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.15;129;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.15;129;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.15;129;1002.08;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.15;129;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.15;129;1338.6;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.15;129;4629.43;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.15;129;5894.06;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.15;129;6142.74;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.15;129;7939.3;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.15;129;8652.81;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.15;129;10708.36;TRUE
