full_name;type;alpha;seed;value;feasible
LR1_2_9_t1_60R_60V_04F_06M;t1;0.15;31;12086.13;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.15;31;12286.38;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.15;38;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.15;38;651.11;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.15;38;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.15;38;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.15;38;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.15;38;998.71;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.15;38;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.15;38;1342.26;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.15;38;4643.75;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.15;38;5980.65;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.15;38;6131.41;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.15;38;7782.11;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.15;38;8699.44;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.15;38;10680.4;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.15;38;12167.17;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.15;38;12277.17;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.15;45;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.15;45;652.32;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.15;45;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.15;45;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.15;45;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.15;45;984.36;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.15;45;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.15;45;1336.04;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.15;45;4724.03;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.15;45;5994.24;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.15;45;6280.66;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.15;45;7864.68;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.15;45;8694.53;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.15;45;10819.04;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.15;45;11914.98;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.15;45;12270.76;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.15;52;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.15;52;651.63;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.15;52;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.15;52;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.15;52;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.15;52;997.64;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.15;52;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.15;52;1337.55;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.15;52;4727.41;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.15;52;6046.2;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.15;52;6150.01;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.15;52;7951.26;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.15;52;8818.68;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.15;52;10873.53;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.15;52;12337.38;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.15;52;12270.52;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.15;59;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.15;59;655.61;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.15;59;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.15;59;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.15;59;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.15;59;993.99;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.15;59;1392.53;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.15;59;1334.33;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.15;59;4590.94;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.15;59;5985.25;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.15;59;6192.72;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.15;59;8027.37;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.15;59;8775.96;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.15;59;10850.82;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.15;59;11992.94;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.15;59;12152.84;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.15;66;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.15;66;657.95;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.15;66;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.15;66;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.15;66;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.15;66;978.11;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.15;66;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.15;66;1335.32;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.15;66;4679.57;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.15;66;6116.7;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.15;66;6175.1;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.15;66;7961.34;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.15;66;8714.04;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.15;66;10906.31;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.15;66;12035.85;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.15;66;12338.78;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.15;73;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.15;73;653.04;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.15;73;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.15;73;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.15;73;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.15;73;1003.4;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.15;73;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.15;73;1337.55;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.15;73;4716.12;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.15;73;6034.07;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.15;73;6086.12;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.15;73;8035.98;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.15;73;8701.65;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.15;73;10883.39;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.15;73;12166.12;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.15;73;12292.32;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.15;80;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.15;80;651.73;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.15;80;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.15;80;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.15;80;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.15;80;1009.72;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.15;80;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.15;80;1345.14;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.15;80;4697.08;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.15;80;6046.92;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.15;80;6272.54;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.15;80;8006.33;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.15;80;8808.31;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.15;80;10716.47;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.15;80;12115;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.15;80;12268.68;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.15;87;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.15;87;650.47;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.15;87;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.15;87;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.15;87;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.15;87;983.74;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.15;87;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.15;87;1340.15;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.15;87;4651.26;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.15;87;5917.1;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.15;87;6197.72;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.15;87;8017.82;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.15;87;8770.35;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.15;87;10928.19;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.15;87;12044.93;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.15;87;12256.12;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.2;24;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.2;24;652.97;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.2;24;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.2;24;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.2;24;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.2;24;1003.47;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.2;24;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.2;24;1335.46;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.2;24;4733.77;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.2;24;5935.87;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.2;24;6162.66;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.2;24;7948.59;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.2;24;8776.13;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.2;24;10826.65;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.2;24;11972.38;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.2;24;12202.96;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.2;31;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.2;31;653.66;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.2;31;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.2;31;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.2;31;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.2;31;986.16;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.2;31;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.2;31;1334.33;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.2;31;4682.29;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.2;31;6126.76;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.2;31;6243.71;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.2;31;7949.93;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.2;31;8785.51;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.2;31;10752.82;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.2;31;12060.77;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.2;31;12293.21;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.2;38;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.2;38;654.92;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.2;38;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.2;38;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.2;38;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.2;38;998.71;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.2;38;1397.44;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.2;38;1350.07;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.2;38;4756.96;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.2;38;6119.44;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.2;38;6254.64;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.2;38;8006.31;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.2;38;8865.84;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.2;38;10655.56;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.2;38;12309.82;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.2;38;12166.85;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.2;45;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.2;45;654.32;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.2;45;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.2;45;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.2;45;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.2;45;979.99;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.2;45;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.2;45;1346.79;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.2;45;4645.41;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.2;45;5986.96;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.2;45;6265.37;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.2;45;7864.68;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.2;45;8738.51;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.2;45;10819.04;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.2;45;12264.89;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.2;45;12213.09;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.2;52;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.2;52;660.2;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.2;52;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.2;52;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.2;52;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.2;52;993.16;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.2;52;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.2;52;1339.1;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.2;52;4673.46;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.2;52;6118.97;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.2;52;6201.06;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.2;52;8032.91;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.2;52;8751.79;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.2;52;11012.29;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.2;52;12152.53;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.2;52;12280.46;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.2;59;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.2;59;653.56;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.2;59;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.2;59;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.2;59;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.2;59;999.4;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.2;59;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.2;59;1340.65;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.2;59;4541.63;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.2;59;6068.87;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.2;59;6272;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.2;59;8029.53;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.2;59;8860.66;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.2;59;10686.34;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.2;59;12216.24;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.2;59;12102.77;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.2;66;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.2;66;663.49;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.2;66;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.2;66;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.2;66;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.2;66;980.18;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.2;66;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.2;66;1341.82;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.2;66;4540.88;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.2;66;5937.91;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.2;66;6228.41;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.2;66;7965.08;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.2;66;8872.26;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.2;66;10701.7;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.2;66;12172.18;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.2;66;12218.22;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.2;73;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.2;73;650.73;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.2;73;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.2;73;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.2;73;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.2;73;991.03;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.2;73;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.2;73;1343.12;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.2;73;4813.06;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.2;73;6069.08;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.2;73;6257.73;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.2;73;7960.11;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.2;73;8840.18;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.2;73;10534.31;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.2;73;12306.06;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.2;73;12515.73;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.2;80;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.2;80;654.25;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.2;80;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.2;80;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.2;80;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.2;80;970.39;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.2;80;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.2;80;1342.35;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.2;80;4759.39;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.2;80;5851.33;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.2;80;6269.72;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.2;80;8050.76;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.2;80;8785.41;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.2;80;11118.46;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.2;80;12283.56;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.2;80;12235.98;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.2;87;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.2;87;661.25;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.2;87;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.2;87;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.2;87;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.2;87;997.4;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.2;87;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.2;87;1344.22;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.2;87;4761.81;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.2;87;5997.75;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.2;87;6187.89;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.2;87;7946.64;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.2;87;8838.62;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.2;87;10988.65;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.2;87;12194.45;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.2;87;12328.31;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.05;94;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.05;94;662.61;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.05;94;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.05;94;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.05;94;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.05;94;972.4;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.05;94;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.05;94;1344.28;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.05;94;4574.71;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.05;94;5469.43;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.05;94;6127.05;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.05;94;7781.69;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.05;94;8554.11;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.05;94;10403.37;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.05;94;12158.02;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.05;94;12138.46;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.05;101;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.05;101;655.61;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.05;101;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.05;101;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.05;101;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.05;101;994.51;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.05;101;1394.97;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.05;101;1341.51;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.05;101;4599.3;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.05;101;5704.77;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.05;101;6167.08;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.05;101;7820.97;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.05;101;8561.9;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.05;101;10405.72;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.05;101;12134.26;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.05;101;11778.73;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.05;108;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.05;108;652.32;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.05;108;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.05;108;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.05;108;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.05;108;996.61;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.05;108;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.05;108;1336.74;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.05;108;4491.95;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.05;108;5736.41;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.05;108;6116.86;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.05;108;7861.22;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.05;108;8529.78;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.05;108;10114.85;TRUE
LR1_2_9_t1_60R_60V_04F_06M;t1;0.05;108;12045.91;TRUE
LR2_2_6_t2_60R_60V_04F_06M;t2;0.05;108;11921.83;TRUE
lr106_t1_08R_08V_02F_04M;t1;0.05;115;883.07;TRUE
lr208_t2_08R_08V_02F_04M;t2;0.05;115;650.73;TRUE
lr109_t1_08R_08V_04F_04M;t1;0.05;115;968.56;TRUE
lr209_t2_08R_08V_04F_04M;t2;0.05;115;836.82;TRUE
lr106_t1_12R_12V_02F_04M;t1;0.05;115;984.12;TRUE
lr209_t2_12R_12V_02F_04M;t2;0.05;115;978.78;TRUE
lr109_t1_12R_12V_04F_04M;t1;0.05;115;1394.99;TRUE
lr210_t2_12R_12V_04F_04M;t2;0.05;115;1345.09;TRUE
LR1_2_8_t1_40R_40V_02F_06M;t1;0.05;115;4564.31;TRUE
LR2_2_7_t2_40R_40V_02F_06M;t2;0.05;115;5818.99;TRUE
LR1_2_8_t1_40R_40V_04F_06M;t1;0.05;115;6203.27;TRUE
LR2_2_6_t2_40R_40V_04F_06M;t2;0.05;115;7803.25;TRUE
LR1_2_10_t1_60R_60V_02F_06M;t1;0.05;115;8546.38;TRUE
LR2_2_6_t2_60R_60V_02F_06M;t2;0.05;115;10296.37;TRUE
