full_name;type;alpha;seed;value;feasible
lr106_t1_08R_08V_02I_04M;t1;0.15;38;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.15;38;548.99;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.15;38;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.15;38;624.05;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.15;38;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.15;38;872.19;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.15;38;833.35;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.15;38;896.62;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.15;38;3873.89;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.15;38;6382.31;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.15;38;3403.09;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.15;38;6164.03;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.15;38;6672.33;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.15;38;10750.26;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.15;38;6968.91;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.15;38;7506.52;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.15;45;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.15;45;550.16;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.15;45;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.15;45;621.54;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.15;45;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.15;45;874.63;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.15;45;833.35;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.15;45;887.3;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.15;45;3982.29;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.15;45;6291.01;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.15;45;3372.06;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.15;45;6041.69;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.15;45;6498.33;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.15;45;10772.24;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.15;45;6879.25;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.15;45;7326.99;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.15;52;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.15;52;556.88;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.15;52;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.15;52;625.82;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.15;52;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.15;52;881.46;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.15;52;833.35;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.15;52;898.59;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.15;52;3929.99;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.15;52;6253.69;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.15;52;3403.88;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.15;52;6123.28;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.15;52;6722.51;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.15;52;10777.65;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.15;52;7087.13;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.15;52;7469.86;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.15;59;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.15;59;549.98;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.15;59;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.15;59;621.91;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.15;59;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.15;59;873.98;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.15;59;833.35;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.15;59;902.93;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.15;59;3879.98;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.15;59;6329.03;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.15;59;3377.58;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.15;59;6115.24;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.15;59;6660.72;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.15;59;10952.74;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.15;59;7158.93;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.15;59;7377;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.15;66;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.15;66;557.63;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.15;66;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.15;66;621.6;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.15;66;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.15;66;873.52;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.15;66;833.87;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.15;66;882.56;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.15;66;3955.17;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.15;66;6363.52;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.15;66;3390.08;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.15;66;6147.43;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.15;66;6652.1;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.15;66;10786.3;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.15;66;7096.58;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.15;66;7571.78;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.15;73;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.15;73;560.49;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.15;73;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.15;73;621.58;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.15;73;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.15;73;870.5;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.15;73;833.76;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.15;73;887.07;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.15;73;3961.01;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.15;73;6354.86;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.15;73;3494.69;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.15;73;6330.43;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.15;73;6486.51;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.15;73;10877.85;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.15;73;7020.29;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.15;73;7468.3;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.15;80;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.15;80;557.59;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.15;80;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.15;80;622.09;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.15;80;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.15;80;874.43;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.15;80;833.87;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.15;80;876.56;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.15;80;3867.89;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.15;80;6440.99;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.15;80;3355.88;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.15;80;6209.08;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.15;80;6449.31;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.15;80;10350.6;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.15;80;6744.96;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.15;80;7465.42;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.15;87;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.15;87;561.48;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.15;87;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.15;87;621.91;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.15;87;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.15;87;871.49;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.15;87;833.35;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.15;87;889.57;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.15;87;3985.26;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.15;87;6252.75;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.15;87;3334.28;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.15;87;6203.22;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.15;87;6761.67;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.15;87;10672.41;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.15;87;7217.4;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.15;87;7371.67;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.2;24;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.2;24;557.12;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.2;24;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.2;24;624.23;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.2;24;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.2;24;898.15;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.2;24;833.35;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.2;24;903.65;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.2;24;3804.79;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.2;24;6500.18;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.2;24;3395.41;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.2;24;6202;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.2;24;6562.07;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.2;24;11100.59;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.2;24;7198.02;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.2;24;7569.53;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.2;31;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.2;31;566.42;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.2;31;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.2;31;623.57;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.2;31;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.2;31;882.13;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.2;31;833.35;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.2;31;918.52;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.2;31;3974.08;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.2;31;6433.76;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.2;31;3398.84;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.2;31;5995.94;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.2;31;6744.9;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.2;31;11081.97;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.2;31;6574.5;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.2;31;7684.53;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.2;38;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.2;38;556.6;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.2;38;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.2;38;626.6;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.2;38;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.2;38;888.49;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.2;38;833.35;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.2;38;898.96;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.2;38;3993.87;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.2;38;6336.12;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.2;38;3307.93;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.2;38;6300.91;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.2;38;6701.5;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.2;38;10820.94;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.2;38;7260.96;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.2;38;7571.63;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.2;45;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.2;45;557.94;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.2;45;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.2;45;619.6;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.2;45;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.2;45;889.78;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.2;45;833.35;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.2;45;896.98;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.2;45;3995.46;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.2;45;6498.48;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.2;45;3249.29;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.2;45;6276.33;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.2;45;6652.06;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.2;45;10923.43;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.2;45;7110.92;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.2;45;7616.45;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.2;52;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.2;52;552.95;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.2;52;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.2;52;624.53;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.2;52;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.2;52;881.46;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.2;52;833.76;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.2;52;904.22;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.2;52;4040.35;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.2;52;6429.9;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.2;52;3387.42;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.2;52;6353.84;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.2;52;6870.78;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.2;52;10860.24;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.2;52;7189.31;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.2;52;7602.55;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.2;59;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.2;59;568.93;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.2;59;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.2;59;628.33;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.2;59;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.2;59;889.74;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.2;59;833.35;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.2;59;909.81;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.2;59;3905.65;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.2;59;6448.87;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.2;59;3360.07;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.2;59;6316.96;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.2;59;6717.35;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.2;59;11005.98;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.2;59;7157.68;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.2;59;7518.16;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.2;66;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.2;66;559.3;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.2;66;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.2;66;622.14;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.2;66;972.96;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.2;66;876.18;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.2;66;833.35;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.2;66;900.31;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.2;66;3996.87;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.2;66;6472.32;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.2;66;3375.58;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.2;66;6202.7;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.2;66;6719.05;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.2;66;10926.7;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.2;66;7203.3;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.2;66;7624.07;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.2;73;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.2;73;555.11;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.2;73;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.2;73;621.54;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.2;73;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.2;73;877.3;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.2;73;833.35;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.2;73;887.07;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.2;73;3928.91;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.2;73;6562.85;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.2;73;3402.23;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.2;73;6376.8;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.2;73;6641.87;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.2;73;10711.59;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.2;73;7050.18;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.2;73;7499.13;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.2;80;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.2;80;553.23;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.2;80;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.2;80;621.54;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.2;80;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.2;80;883.39;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.2;80;833.35;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.2;80;909.33;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.2;80;3792.54;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.2;80;6594.24;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.2;80;3258.89;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.2;80;6206.56;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.2;80;6772.4;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.2;80;11072.63;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.2;80;6942.41;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.2;80;7513.95;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.2;87;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.2;87;562.47;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.2;87;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.2;87;624.23;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.2;87;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.2;87;887.93;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.2;87;833.35;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.2;87;905.85;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.2;87;3989.88;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.2;87;6511.93;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.2;87;3371.32;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.2;87;6317.98;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.2;87;6708.14;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.2;87;11153.34;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.2;87;7096.07;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.2;87;7656.54;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.05;94;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.05;94;555.13;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.05;94;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.05;94;619.6;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.05;94;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.05;94;868.36;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.05;94;833.35;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.05;94;877.32;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.05;94;3770.72;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.05;94;6142.1;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.05;94;3276.35;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.05;94;6118.9;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.05;94;6577.93;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.05;94;10540.03;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.05;94;7174.19;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.05;94;7188.16;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.05;101;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.05;101;552.95;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.05;101;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.05;101;618.37;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.05;101;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.05;101;867.02;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.05;101;833.35;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.05;101;856.34;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.05;101;3786.87;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.05;101;5937.15;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.05;101;3309.21;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.05;101;6043.17;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.05;101;6667.44;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.05;101;10241.62;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.05;101;7028.01;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.05;101;6854.79;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.05;108;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.05;108;553.54;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.05;108;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.05;108;621.58;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.05;108;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.05;108;869.29;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.05;108;833.35;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.05;108;862;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.05;108;3703.46;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.05;108;5996.14;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.05;108;3291.55;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.05;108;6002.33;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.05;108;6592.72;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.05;108;10377.85;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.05;108;7231.97;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.05;108;6804.46;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.05;115;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.05;115;555.13;TRUE
lr109_t1_08R_08V_04I_04M;t1;0.05;115;555.44;TRUE
lr208_t2_08R_08V_04I_04M;t2;0.05;115;621.58;TRUE
lr110_t1_12R_12V_02I_04M;t1;0.05;115;971.55;TRUE
lr207_t2_12R_12V_02I_04M;t2;0.05;115;869.24;TRUE
lr108_t1_12R_12V_04I_04M;t1;0.05;115;833.35;TRUE
lr207_t2_12R_12V_04I_04M;t2;0.05;115;850.86;TRUE
LR1_2_8_t1_40R_40V_02I_06M;t1;0.05;115;3803.32;TRUE
LR2_2_10_t2_40R_40V_02I_06M;t2;0.05;115;6157.97;TRUE
LR1_2_8_t1_40R_40V_04I_06M;t1;0.05;115;3362.62;TRUE
LR2_2_6_t2_40R_40V_04I_06M;t2;0.05;115;6126;TRUE
LR1_2_9_t1_60R_60V_02I_06M;t1;0.05;115;6597.13;TRUE
LR2_2_10_t2_60R_60V_02I_06M;t2;0.05;115;10486.1;TRUE
LR1_2_9_t1_60R_60V_04I_06M;t1;0.05;115;6905.31;TRUE
LR2_2_8_t2_60R_60V_04I_06M;t2;0.05;115;6629.45;TRUE
lr106_t1_08R_08V_02I_04M;t1;0.05;122;602.78;TRUE
lr208_t2_08R_08V_02I_04M;t2;0.05;122;553.05;TRUE
