name;group;type;alpha;seed;value;feasible;total_time_elapsed;full_name;n;iteration_to_best;time_to_best;iteration;percentage_infeasible_sol;mean_LP_impr_percentage
lr103;08R_08V_04I_04M;t1;0.05;58;562.45;TRUE;130.55;lr103_t1_08R_08V_04I_04M;8;254;0.85;60000;1.36;10.6
lr104;08R_08V_04I_03M;t1;0.05;58;649.57;TRUE;110.77;lr104_t1_08R_08V_04I_03M;8;28;0.36;60000;18.98;16.25
lr104;08R_08V_04I_04M;t1;0.05;58;649.55;TRUE;132.72;lr104_t1_08R_08V_04I_04M;8;632;1.72;60000;3.41;10.62
lr105;08R_08V_04I_03M;t1;0.05;58;754.77;TRUE;27.11;lr105_t1_08R_08V_04I_03M;8;1003;0.82;60000;86.3;14.35
lr105;08R_08V_04I_04M;t1;0.05;58;751.51;TRUE;107.29;lr105_t1_08R_08V_04I_04M;8;8796;16.09;60000;15.31;13.56
lr201;08R_08V_04I_03M;t2;0.05;58;1022.83;TRUE;124.25;lr201_t2_08R_08V_04I_03M;8;2447;5.36;60000;0;22.1
lr201;08R_08V_04I_04M;t2;0.05;58;1018.91;TRUE;125.97;lr201_t2_08R_08V_04I_04M;8;2447;5.47;60000;0;21.88
lr202;08R_08V_04I_03M;t2;0.05;58;785.03;TRUE;157.63;lr202_t2_08R_08V_04I_03M;8;4889;13.2;60000;0;25.22
lr202;08R_08V_04I_04M;t2;0.05;58;760.68;TRUE;162.24;lr202_t2_08R_08V_04I_04M;8;22435;61.1;60000;0;30.5
lr203;08R_08V_04I_03M;t2;0.05;58;684.38;TRUE;141.53;lr203_t2_08R_08V_04I_03M;8;2775;7.02;60000;0;20.94
lr203;08R_08V_04I_04M;t2;0.05;58;683.66;TRUE;145.83;lr203_t2_08R_08V_04I_04M;8;1638;4.42;60000;0;21.32
lr204;08R_08V_04I_03M;t2;0.05;58;719.46;TRUE;168.9;lr204_t2_08R_08V_04I_03M;8;2288;6.97;60000;0;14.14
lr204;08R_08V_04I_04M;t2;0.05;58;719.13;TRUE;178.06;lr204_t2_08R_08V_04I_04M;8;2288;7.33;60000;0;14.77
lr205;08R_08V_04I_03M;t2;0.05;58;662.24;TRUE;154.52;lr205_t2_08R_08V_04I_03M;8;8305;21.87;60000;0;27.45
lr205;08R_08V_04I_04M;t2;0.05;58;661.85;TRUE;161.75;lr205_t2_08R_08V_04I_04M;8;8191;22.76;60000;0;27.44
lr101;10R_10V_02I_03M;t1;0.05;58;1295.99;TRUE;15.69;lr101_t1_10R_10V_02I_03M;10;50100;13.17;60000;96.07;13.13
lr101;10R_10V_02I_04M;t1;0.05;58;1254.94;TRUE;61.83;lr101_t1_10R_10V_02I_04M;10;2297;2.76;60000;60.29;14.14
lr102;10R_10V_02I_03M;t1;0.05;58;1018.62;TRUE;123.95;lr102_t1_10R_10V_02I_03M;10;69;0.47;60000;0;11.56
lr102;10R_10V_02I_04M;t1;0.05;58;1018.62;TRUE;128.08;lr102_t1_10R_10V_02I_04M;10;69;0.45;60000;0;11.56
lr103;10R_10V_02I_03M;t1;0.05;58;610.04;TRUE;133.51;lr103_t1_10R_10V_02I_03M;10;75;0.46;60000;0.21;8.48
lr103;10R_10V_02I_04M;t1;0.05;58;610.04;TRUE;139.24;lr103_t1_10R_10V_02I_04M;10;75;0.47;60000;0;8.41
lr104;10R_10V_02I_03M;t1;0.05;58;687.39;TRUE;120.85;lr104_t1_10R_10V_02I_03M;10;97;0.53;60000;0;6.38
lr104;10R_10V_02I_04M;t1;0.05;58;671.72;TRUE;126.49;lr104_t1_10R_10V_02I_04M;10;14545;31.32;60000;0;7.04
lr105;10R_10V_02I_03M;t1;0.05;58;671.01;TRUE;113.72;lr105_t1_10R_10V_02I_03M;10;131;0.53;60000;0;18.63
lr105;10R_10V_02I_04M;t1;0.05;58;671.01;TRUE;116.46;lr105_t1_10R_10V_02I_04M;10;131;0.56;60000;0;18.64
lr201;10R_10V_02I_03M;t2;0.05;58;1006.56;TRUE;128.83;lr201_t2_10R_10V_02I_03M;10;299;0.97;60000;0;26.51
lr201;10R_10V_02I_04M;t2;0.05;58;1005.86;TRUE;133.83;lr201_t2_10R_10V_02I_04M;10;299;1.08;60000;0;26.53
lr202;10R_10V_02I_03M;t2;0.05;58;810.23;TRUE;142.8;lr202_t2_10R_10V_02I_03M;10;3011;7.87;60000;0;27.65
lr202;10R_10V_02I_04M;t2;0.05;58;809.32;TRUE;148.63;lr202_t2_10R_10V_02I_04M;10;3011;8.01;60000;0;28.07
lr203;10R_10V_02I_03M;t2;0.05;58;756.99;TRUE;189.49;lr203_t2_10R_10V_02I_03M;10;6082;19.81;60000;0;19.67
lr203;10R_10V_02I_04M;t2;0.05;58;756.27;TRUE;198.43;lr203_t2_10R_10V_02I_04M;10;6082;20.45;60000;0;19.96
lr204;10R_10V_02I_03M;t2;0.05;58;762.31;TRUE;180.83;lr204_t2_10R_10V_02I_03M;10;4291;13.74;60000;0;8.78
lr204;10R_10V_02I_04M;t2;0.05;58;758.42;TRUE;194.56;lr204_t2_10R_10V_02I_04M;10;4291;14.46;60000;0;9.55
lr205;10R_10V_02I_03M;t2;0.05;58;761.09;TRUE;144.65;lr205_t2_10R_10V_02I_03M;10;5979;14.66;60000;0;31.28
lr205;10R_10V_02I_04M;t2;0.05;58;761.09;TRUE;149.01;lr205_t2_10R_10V_02I_04M;10;5979;15.14;60000;0;31.29
lr101;10R_10V_04I_03M;t1;0.05;58;1275.66;TRUE;14.15;lr101_t1_10R_10V_04I_03M;10;14811;3.71;60000;99.71;22.07
lr101;10R_10V_04I_04M;t1;0.05;58;1207.27;TRUE;68.05;lr101_t1_10R_10V_04I_04M;10;2952;3.96;60000;60.41;21.14
lr102;10R_10V_04I_03M;t1;0.05;58;943.35;TRUE;54.1;lr102_t1_10R_10V_04I_03M;10;10010;9.51;60000;70.04;12.79
lr102;10R_10V_04I_04M;t1;0.05;58;938.67;TRUE;109.53;lr102_t1_10R_10V_04I_04M;10;6019;11.52;60000;29.66;12.05
lr103;10R_10V_04I_03M;t1;0.05;58;615.06;TRUE;121.54;lr103_t1_10R_10V_04I_03M;10;89;0.48;60000;22.76;15.05
lr103;10R_10V_04I_04M;t1;0.05;58;611.6;TRUE;151.23;lr103_t1_10R_10V_04I_04M;10;88;0.57;60000;4.37;13.76
lr104;10R_10V_04I_03M;t1;0.05;58;745.94;TRUE;136.39;lr104_t1_10R_10V_04I_03M;10;13280;30.6;60000;9.68;12.95
lr104;10R_10V_04I_04M;t1;0.05;58;745.94;TRUE;151.55;lr104_t1_10R_10V_04I_04M;10;3285;8.66;60000;0.11;12.74
lr105;10R_10V_04I_03M;t1;0.05;58;668.46;TRUE;53.55;lr105_t1_10R_10V_04I_03M;10;119;0.38;60000;66.79;14.36
lr105;10R_10V_04I_04M;t1;0.05;58;665.48;TRUE;124.76;lr105_t1_10R_10V_04I_04M;10;31;0.35;60000;9.44;15.55
lr201;10R_10V_04I_03M;t2;0.05;58;1271.26;TRUE;156.29;lr201_t2_10R_10V_04I_03M;10;5675;15.15;60000;0;21.92
lr201;10R_10V_04I_04M;t2;0.05;58;1271.26;TRUE;159.87;lr201_t2_10R_10V_04I_04M;10;1278;3.79;60000;0;22.1
lr202;10R_10V_04I_03M;t2;0.05;58;973.26;TRUE;122.38;lr202_t2_10R_10V_04I_03M;10;27021;55.27;60000;43.99;25.48
lr202;10R_10V_04I_04M;t2;0.05;58;947.59;TRUE;195.64;lr202_t2_10R_10V_04I_04M;10;16002;52.69;60000;2.89;27.84
lr203;10R_10V_04I_03M;t2;0.05;58;806.55;TRUE;231.8;lr203_t2_10R_10V_04I_03M;10;44999;173.41;60000;0;15.28
lr203;10R_10V_04I_04M;t2;0.05;58;788.44;TRUE;248.58;lr203_t2_10R_10V_04I_04M;10;1005;4.59;60000;0;16.74
lr204;10R_10V_04I_03M;t2;0.05;58;785.29;TRUE;247.27;lr204_t2_10R_10V_04I_03M;10;7071;29.52;60000;0;8.48
lr204;10R_10V_04I_04M;t2;0.05;58;780.56;TRUE;260.2;lr204_t2_10R_10V_04I_04M;10;7071;31.25;60000;0;8.26
lr205;10R_10V_04I_03M;t2;0.05;58;785.35;TRUE;182.17;lr205_t2_10R_10V_04I_03M;10;45190;137.34;60000;0;26.27
lr205;10R_10V_04I_04M;t2;0.05;58;794.98;TRUE;191.4;lr205_t2_10R_10V_04I_04M;10;45190;144.08;60000;0;26.58
lr101;12R_12V_02I_03M;t1;0.05;58;1432.08;TRUE;21.66;lr101_t1_12R_12V_02I_03M;12;14002;5.39;60000;94.33;16
lr101;12R_12V_02I_04M;t1;0.05;58;1391.03;TRUE;73.14;lr101_t1_12R_12V_02I_04M;12;7182;9.11;60000;57.96;16.84
lr102;12R_12V_02I_03M;t1;0.05;58;981.42;TRUE;127.33;lr102_t1_12R_12V_02I_03M;12;5;0.33;60000;6.43;14.79
lr102;12R_12V_02I_04M;t1;0.05;58;975.57;TRUE;141.15;lr102_t1_12R_12V_02I_04M;12;5;0.33;60000;0.3;14.43
lr103;12R_12V_02I_03M;t1;0.05;58;716.73;TRUE;149.39;lr103_t1_12R_12V_02I_03M;12;15135;38.42;60000;1.15;10.31
lr103;12R_12V_02I_04M;t1;0.05;58;714.59;TRUE;157.25;lr103_t1_12R_12V_02I_04M;12;2822;8.03;60000;0;10.63
lr104;12R_12V_02I_03M;t1;0.05;58;778.66;TRUE;162.71;lr104_t1_12R_12V_02I_03M;12;51219;138.9;60000;0.49;7.81
lr104;12R_12V_02I_04M;t1;0.05;58;771.33;TRUE;170.16;lr104_t1_12R_12V_02I_04M;12;29009;82.85;60000;0.01;7.82
lr105;12R_12V_02I_03M;t1;0.05;58;1344.91;TRUE;14.65;lr105_t1_12R_12V_02I_03M;12;33181;8.27;60000;98.82;8.75
lr105;12R_12V_02I_04M;t1;0.05;58;1297.52;TRUE;33.69;lr105_t1_12R_12V_02I_04M;12;15068;8.73;60000;89.21;8.38
lr201;12R_12V_02I_03M;t2;0.05;58;1329.16;TRUE;150.83;lr201_t2_12R_12V_02I_03M;12;17723;45.18;60000;0;24.99
lr201;12R_12V_02I_04M;t2;0.05;58;1328.46;TRUE;155.97;lr201_t2_12R_12V_02I_04M;12;17723;46.42;60000;0;25.01
lr202;12R_12V_02I_03M;t2;0.05;58;885.14;TRUE;186;lr202_t2_12R_12V_02I_03M;12;7680;24.32;60000;0;25.57
lr202;12R_12V_02I_04M;t2;0.05;58;885.14;TRUE;195.35;lr202_t2_12R_12V_02I_04M;12;7680;25.17;60000;0;25.6
lr203;12R_12V_02I_03M;t2;0.05;58;1137.98;TRUE;224.82;lr203_t2_12R_12V_02I_03M;12;36028;135.32;60000;0;12.2
lr203;12R_12V_02I_04M;t2;0.05;58;1111.81;TRUE;235.77;lr203_t2_12R_12V_02I_04M;12;42736;168.05;60000;0;12.26
lr204;12R_12V_02I_03M;t2;0.05;58;837.33;TRUE;224.64;lr204_t2_12R_12V_02I_03M;12;48819;182.77;60000;0;5.22
lr204;12R_12V_02I_04M;t2;0.05;58;837.33;TRUE;236.78;lr204_t2_12R_12V_02I_04M;12;48819;192.61;60000;0;5.32
lr205;12R_12V_02I_03M;t2;0.05;58;899.13;TRUE;192.15;lr205_t2_12R_12V_02I_03M;12;628;2.41;60000;0;24.48
lr205;12R_12V_02I_04M;t2;0.05;58;899.13;TRUE;203.19;lr205_t2_12R_12V_02I_04M;12;628;2.5;60000;0;24.6
lr101;12R_12V_04I_03M;t1;0.05;58;1375.35;TRUE;14.38;lr101_t1_12R_12V_04I_03M;12;8586;2.37;60000;99.85;19.76
lr101;12R_12V_04I_04M;t1;0.05;58;1311.85;TRUE;37.6;lr101_t1_12R_12V_04I_04M;12;43491;27.42;60000;88.87;20.05
lr102;12R_12V_04I_03M;t1;0.05;58;993.9;TRUE;68.61;lr102_t1_12R_12V_04I_03M;12;9752;11.64;60000;62.98;12.19
lr102;12R_12V_04I_04M;t1;0.05;58;984.64;TRUE;133.56;lr102_t1_12R_12V_04I_04M;12;245;0.87;60000;18.67;13.4
lr103;12R_12V_04I_03M;t1;0.05;58;799.41;TRUE;108.24;lr103_t1_12R_12V_04I_03M;12;10321;19.1;60000;56.3;9.09
lr103;12R_12V_04I_04M;t1;0.05;58;794.52;TRUE;174.95;lr103_t1_12R_12V_04I_04M;12;33920;98.83;60000;17.56;8.53
lr104;12R_12V_04I_03M;t1;0.05;58;847.82;TRUE;175.4;lr104_t1_12R_12V_04I_03M;12;1024;3.39;60000;8.17;7.87
lr104;12R_12V_04I_04M;t1;0.05;58;847.82;TRUE;194.55;lr104_t1_12R_12V_04I_04M;12;2719;9.27;60000;0.25;7.19
lr105;12R_12V_04I_03M;t1;0.05;58;834.01;TRUE;77.99;lr105_t1_12R_12V_04I_03M;12;10944;14.79;60000;58.21;16.1
lr105;12R_12V_04I_04M;t1;0.05;58;833.13;TRUE;145.42;lr105_t1_12R_12V_04I_04M;12;54099;131.38;60000;12.33;16.86
lr201;12R_12V_04I_03M;t2;0.05;58;1452.66;TRUE;185.41;lr201_t2_12R_12V_04I_03M;12;31942;99.07;60000;0;21.1
lr201;12R_12V_04I_04M;t2;0.05;58;1452.19;TRUE;192.8;lr201_t2_12R_12V_04I_04M;12;31942;103.09;60000;0;21.43
lr202;12R_12V_04I_03M;t2;0.05;58;1051.44;TRUE;194.27;lr202_t2_12R_12V_04I_03M;12;16790;54.61;60000;24.37;26.41
lr202;12R_12V_04I_04M;t2;0.05;58;1012.48;TRUE;247.38;lr202_t2_12R_12V_04I_04M;12;16940;70.51;60000;1.64;28.17
lr203;12R_12V_04I_03M;t2;0.05;58;867.66;TRUE;299.06;lr203_t2_12R_12V_04I_03M;12;59021;294.02;60000;0;14.35
lr203;12R_12V_04I_04M;t2;0.05;58;871.58;TRUE;315.6;lr203_t2_12R_12V_04I_04M;12;43003;226.92;60000;0;15.1
lr204;12R_12V_04I_03M;t2;0.05;58;901.07;TRUE;315.86;lr204_t2_12R_12V_04I_03M;12;10671;56.62;60000;0;3.67
lr204;12R_12V_04I_04M;t2;0.05;58;901.93;TRUE;335.95;lr204_t2_12R_12V_04I_04M;12;31859;178.77;60000;0;4.17
lr205;12R_12V_04I_03M;t2;0.05;58;984.7;TRUE;247.27;lr205_t2_12R_12V_04I_03M;12;36121;149.42;60000;0;20.95
lr205;12R_12V_04I_04M;t2;0.05;58;983.34;TRUE;261.56;lr205_t2_12R_12V_04I_04M;12;36121;157.52;60000;0;21.37
LR1_2_1;40R_40V_02I_05M;t1;0.05;58;8377.69;TRUE;84.77;LR1_2_1_t1_40R_40V_02I_05M;40;1;0.01;60000;100;6.09
LR1_2_1;40R_40V_02I_06M;t1;0.05;58;8377.69;TRUE;89.98;LR1_2_1_t1_40R_40V_02I_06M;40;1;0.01;60000;100;6.09
LR1_2_2;40R_40V_02I_05M;t1;0.05;58;7502.15;TRUE;95.79;LR1_2_2_t1_40R_40V_02I_05M;40;1;0.01;60000;100;5.62
LR1_2_2;40R_40V_02I_06M;t1;0.05;58;7505.6;TRUE;106.87;LR1_2_2_t1_40R_40V_02I_06M;40;1;0.01;60000;100;5.38
LR1_2_3;40R_40V_02I_05M;t1;0.05;58;4844.75;TRUE;217.8;LR1_2_3_t1_40R_40V_02I_05M;40;29080;105.85;60000;98.55;3.13
LR1_2_3;40R_40V_02I_06M;t1;0.05;58;4709.67;TRUE;232.9;LR1_2_3_t1_40R_40V_02I_06M;40;20275;77.79;60000;98.61;3.08
LR1_2_4;40R_40V_02I_05M;t1;0.05;58;3625.22;TRUE;605.15;LR1_2_4_t1_40R_40V_02I_05M;40;49751;501.86;60000;73.53;3.22
LR1_2_4;40R_40V_02I_06M;t1;0.05;58;3735.74;TRUE;1010.54;LR1_2_4_t1_40R_40V_02I_06M;40;59785;1006.88;60000;34.71;3.14
LR1_2_5;40R_40V_02I_05M;t1;0.05;58;6645.91;TRUE;111.99;LR1_2_5_t1_40R_40V_02I_05M;40;18782;35.93;60000;99.97;5.82
LR1_2_5;40R_40V_02I_06M;t1;0.05;58;6325.34;TRUE;191.03;LR1_2_5_t1_40R_40V_02I_06M;40;19584;61.57;60000;97.62;6.11
LR2_2_1;40R_40V_02I_05M;t2;0.05;58;7954.02;TRUE;1050.87;LR2_2_1_t2_40R_40V_02I_05M;40;12724;225.5;60000;0;6.74
LR2_2_1;40R_40V_02I_06M;t2;0.05;58;7933.47;TRUE;1132.6;LR2_2_1_t2_40R_40V_02I_06M;40;12724;242.06;60000;0;7.05
LR2_2_2;40R_40V_02I_05M;t2;0.05;58;6685.94;TRUE;1335.83;LR2_2_2_t2_40R_40V_02I_05M;40;50150;1117.84;60000;0;7.33
LR2_2_2;40R_40V_02I_06M;t2;0.05;58;6586.31;TRUE;1467.71;LR2_2_2_t2_40R_40V_02I_06M;40;51488;1260.1;60000;0;7.62
LR2_2_3;40R_40V_02I_05M;t2;0.05;58;5842.7;TRUE;1858.27;LR2_2_3_t2_40R_40V_02I_05M;40;50106;1552.23;60000;0;3.84
LR2_2_3;40R_40V_02I_06M;t2;0.05;58;5809.74;TRUE;2012.11;LR2_2_3_t2_40R_40V_02I_06M;40;38116;1279.96;60000;0;4.01
LR2_2_4;40R_40V_02I_05M;t2;0.05;58;4072.71;TRUE;3325.21;LR2_2_4_t2_40R_40V_02I_05M;40;45384;2513.72;60000;0;1.85
LR2_2_4;40R_40V_02I_06M;t2;0.05;58;4072.71;TRUE;3465.17;LR2_2_4_t2_40R_40V_02I_06M;40;45384;2622.81;60000;0;1.85
LR2_2_5;40R_40V_02I_05M;t2;0.05;58;7581.69;TRUE;1224.66;LR2_2_5_t2_40R_40V_02I_05M;40;59395;1212.27;60000;0;9.78
LR2_2_5;40R_40V_02I_06M;t2;0.05;58;7581.69;TRUE;1309.86;LR2_2_5_t2_40R_40V_02I_06M;40;59395;1296.62;60000;0;9.78
LR1_2_1;40R_40V_04I_05M;t1;0.05;58;NA;FALSE;116.76;LR1_2_1_t1_40R_40V_04I_05M;40;0;0;60000;100;0
LR1_2_1;40R_40V_04I_06M;t1;0.05;58;7180.2;TRUE;174.92;LR1_2_1_t1_40R_40V_04I_06M;40;54757;159.65;60000;99.98;7.87
LR1_2_2;40R_40V_04I_05M;t1;0.05;58;NA;FALSE;126.21;LR1_2_2_t1_40R_40V_04I_05M;40;0;0;60000;100;0
LR1_2_2;40R_40V_04I_06M;t1;0.05;58;6238.32;TRUE;169.68;LR1_2_2_t1_40R_40V_04I_06M;40;43009;121.6;60000;100;8.77
LR1_2_3;40R_40V_04I_05M;t1;0.05;58;4707.54;TRUE;283.05;LR1_2_3_t1_40R_40V_04I_05M;40;610;3.26;60000;99.45;5.96
LR1_2_3;40R_40V_04I_06M;t1;0.05;58;4722.42;TRUE;373.41;LR1_2_3_t1_40R_40V_04I_06M;40;20481;126.81;60000;97.82;5.26
LR1_2_4;40R_40V_04I_05M;t1;0.05;58;3669.81;TRUE;747.45;LR1_2_4_t1_40R_40V_04I_05M;40;38711;480.47;60000;88.21;3.75
LR1_2_4;40R_40V_04I_06M;t1;0.05;58;3740.55;TRUE;966.83;LR1_2_4_t1_40R_40V_04I_06M;40;19431;314.13;60000;78.44;3.1
LR1_2_5;40R_40V_04I_05M;t1;0.05;58;5843.49;TRUE;217.6;LR1_2_5_t1_40R_40V_04I_05M;40;20039;72.67;60000;100;9.05
LR1_2_5;40R_40V_04I_06M;t1;0.05;58;5095.82;TRUE;319.29;LR1_2_5_t1_40R_40V_04I_06M;40;49216;260.95;60000;98.96;8.57
LR2_2_1;40R_40V_04I_05M;t2;0.05;58;8115.09;TRUE;1432.46;LR2_2_1_t2_40R_40V_04I_05M;40;30957;740.2;60000;0;6.08
LR2_2_1;40R_40V_04I_06M;t2;0.05;58;7994.51;TRUE;1536.85;LR2_2_1_t2_40R_40V_04I_06M;40;28018;720.28;60000;0;6.35
LR2_2_2;40R_40V_04I_05M;t2;0.05;58;6624.77;TRUE;1546.44;LR2_2_2_t2_40R_40V_04I_05M;40;30291;780.11;60000;33.18;6.74
LR2_2_2;40R_40V_04I_06M;t2;0.05;58;6683.62;TRUE;2014.51;LR2_2_2_t2_40R_40V_04I_06M;40;42415;1425.65;60000;3.34;7.23
LR2_2_3;40R_40V_04I_05M;t2;0.05;58;6023.42;TRUE;3010.77;LR2_2_3_t2_40R_40V_04I_05M;40;3971;198.94;60000;0;3.23
LR2_2_3;40R_40V_04I_06M;t2;0.05;58;6031.92;TRUE;3190.81;LR2_2_3_t2_40R_40V_04I_06M;40;47568;2531;60000;0;3.4
LR2_2_4;40R_40V_04I_05M;t2;0.05;58;4365.41;TRUE;3600.02;LR2_2_4_t2_40R_40V_04I_05M;40;10068;937.69;38654;0;1.41
LR2_2_4;40R_40V_04I_06M;t2;0.05;58;4363.44;TRUE;3600.06;LR2_2_4_t2_40R_40V_04I_06M;40;10068;1002.97;36197;0;1.47
LR2_2_5;40R_40V_04I_05M;t2;0.05;58;8204.54;TRUE;1730.31;LR2_2_5_t2_40R_40V_04I_05M;40;42177;1217.44;60000;0;7.87
LR2_2_5;40R_40V_04I_06M;t2;0.05;58;7821.92;TRUE;1803.03;LR2_2_5_t2_40R_40V_04I_06M;40;58286;1750.94;60000;0;8.43
LR1_2_1;60R_60V_02I_05M;t1;0.05;58;12347;TRUE;184.91;LR1_2_1_t1_60R_60V_02I_05M;60;1;0.06;60000;100;6.92
LR1_2_1;60R_60V_02I_06M;t1;0.05;58;12282.42;TRUE;200.4;LR1_2_1_t1_60R_60V_02I_06M;60;1;0.02;60000;100;6.69
LR1_2_2;60R_60V_02I_05M;t1;0.05;58;7789.74;TRUE;504.04;LR1_2_2_t1_60R_60V_02I_05M;60;11254;95.22;60000;96.95;4.38
LR1_2_2;60R_60V_02I_06M;t1;0.05;58;7653.48;TRUE;559.67;LR1_2_2_t1_60R_60V_02I_06M;60;19273;180.16;60000;95.47;4.35
LR1_2_3;60R_60V_02I_05M;t1;0.05;58;8320.23;TRUE;247.76;LR1_2_3_t1_60R_60V_02I_05M;60;1;0.06;60000;100;1.71
LR1_2_3;60R_60V_02I_06M;t1;0.05;58;8725.41;TRUE;278.05;LR1_2_3_t1_60R_60V_02I_06M;60;1;0.03;60000;100;2.82
LR1_2_4;60R_60V_02I_05M;t1;0.05;58;5462.15;TRUE;1190.41;LR1_2_4_t1_60R_60V_02I_05M;60;33016;654.33;60000;90.5;1.92
LR1_2_4;60R_60V_02I_06M;t1;0.05;58;5392.82;TRUE;1302.44;LR1_2_4_t1_60R_60V_02I_06M;60;10003;218.62;60000;89.13;1.79
LR1_2_5;60R_60V_02I_05M;t1;0.05;58;7590.1;TRUE;783.8;LR1_2_5_t1_60R_60V_02I_05M;60;37406;488.76;60000;85.72;5.81
LR1_2_5;60R_60V_02I_06M;t1;0.05;58;7494.64;TRUE;1068.18;LR1_2_5_t1_60R_60V_02I_06M;60;21282;378.81;60000;66.43;5.67
LR2_2_1;60R_60V_02I_05M;t2;0.05;58;12136.71;TRUE;2241.3;LR2_2_1_t2_60R_60V_02I_05M;60;17454;657.51;60000;0;5.49
LR2_2_1;60R_60V_02I_06M;t2;0.05;58;12136.71;TRUE;2431.58;LR2_2_1_t2_60R_60V_02I_06M;60;17454;712.11;60000;0;5.8
LR2_2_2;60R_60V_02I_05M;t2;0.05;58;9486;TRUE;3037.85;LR2_2_2_t2_60R_60V_02I_05M;60;23871;1211;60000;0;4.41
LR2_2_2;60R_60V_02I_06M;t2;0.05;58;8907.85;TRUE;3279.53;LR2_2_2_t2_60R_60V_02I_06M;60;55934;3058.95;60000;0;4.63
LR2_2_3;60R_60V_02I_05M;t2;0.05;58;8753.22;TRUE;3600.06;LR2_2_3_t2_60R_60V_02I_05M;60;39101;2663.94;52928;0;3.72
LR2_2_3;60R_60V_02I_06M;t2;0.05;58;8753.22;TRUE;3600.06;LR2_2_3_t2_60R_60V_02I_06M;60;39101;2802.72;50287;0;3.73
LR2_2_4;60R_60V_02I_05M;t2;0.05;58;6871.09;TRUE;3600.05;LR2_2_4_t2_60R_60V_02I_05M;60;13896;1334.42;37630;0;1.94
LR2_2_4;60R_60V_02I_06M;t2;0.05;58;6871.09;TRUE;3600.07;LR2_2_4_t2_60R_60V_02I_06M;60;13896;1402.24;35764;0;1.94
LR2_2_5;60R_60V_02I_05M;t2;0.05;58;12228.87;TRUE;2657.24;LR2_2_5_t2_60R_60V_02I_05M;60;51155;2268.46;60000;0;8.22
LR2_2_5;60R_60V_02I_06M;t2;0.05;58;12228.87;TRUE;2830.35;LR2_2_5_t2_60R_60V_02I_06M;60;51155;2414.49;60000;0;8.22
LR1_2_1;60R_60V_04I_05M;t1;0.05;58;NA;FALSE;363.62;LR1_2_1_t1_60R_60V_04I_05M;60;0;0;60000;100;0
LR1_2_1;60R_60V_04I_06M;t1;0.05;58;12156.19;TRUE;450.69;LR1_2_1_t1_60R_60V_04I_06M;60;3923;30.31;60000;100;11.04
LR1_2_2;60R_60V_04I_05M;t1;0.05;58;NA;FALSE;363.25;LR1_2_2_t1_60R_60V_04I_05M;60;0;0;60000;100;0
LR1_2_2;60R_60V_04I_06M;t1;0.05;58;9317.19;TRUE;521.54;LR1_2_2_t1_60R_60V_04I_06M;60;6882;60.66;60000;99.99;9.06
LR1_2_3;60R_60V_04I_05M;t1;0.05;58;7544.98;TRUE;628.85;LR1_2_3_t1_60R_60V_04I_05M;60;9237;96.78;60000;99.99;7.32
LR1_2_3;60R_60V_04I_06M;t1;0.05;58;7515.58;TRUE;819.28;LR1_2_3_t1_60R_60V_04I_06M;60;25612;349.13;60000;99.79;6.39
LR1_2_4;60R_60V_04I_05M;t1;0.05;58;5473.68;TRUE;1692.82;LR1_2_4_t1_60R_60V_04I_05M;60;28429;803.05;60000;96.77;4.64
LR1_2_4;60R_60V_04I_06M;t1;0.05;58;5392.35;TRUE;2259.88;LR1_2_4_t1_60R_60V_04I_06M;60;9009;339.82;60000;91.12;4.03
LR1_2_5;60R_60V_04I_05M;t1;0.05;58;NA;FALSE;320.18;LR1_2_5_t1_60R_60V_04I_05M;60;0;0;60000;100;0
LR1_2_5;60R_60V_04I_06M;t1;0.05;58;8358.71;TRUE;461.03;LR1_2_5_t1_60R_60V_04I_06M;60;35291;271.72;60000;99.99;7.98
LR2_2_1;60R_60V_04I_05M;t2;0.05;58;11957.42;TRUE;2844.05;LR2_2_1_t2_60R_60V_04I_05M;60;59826;2835.81;60000;24.9;5.72
LR2_2_1;60R_60V_04I_06M;t2;0.05;58;11901;TRUE;3377;LR2_2_1_t2_60R_60V_04I_06M;60;23201;1310.31;60000;7.92;5.94
LR2_2_2;60R_60V_04I_05M;t2;0.05;58;9853.66;TRUE;3184.13;LR2_2_2_t2_60R_60V_04I_05M;60;30002;1596.42;60000;50.7;5.34
LR2_2_2;60R_60V_04I_06M;t2;0.05;58;9604.73;TRUE;3600.01;LR2_2_2_t2_60R_60V_04I_06M;60;36415;2797.37;46821;7.62;5.57
LR2_2_3;60R_60V_04I_05M;t2;0.05;58;9910.68;TRUE;3600.01;LR2_2_3_t2_60R_60V_04I_05M;60;23626;2697.53;31538;0.4;3.25
LR2_2_3;60R_60V_04I_06M;t2;0.05;58;9849.87;TRUE;3600.11;LR2_2_3_t2_60R_60V_04I_06M;60;21579;2703.91;28774;0.03;3.44
LR2_2_4;60R_60V_04I_05M;t2;0.05;58;6409.37;TRUE;3600.16;LR2_2_4_t2_60R_60V_04I_05M;60;5058;1016.86;17901;0;1.13
LR2_2_4;60R_60V_04I_06M;t2;0.05;58;7125.22;TRUE;3600.24;LR2_2_4_t2_60R_60V_04I_06M;60;1805;399.97;16220;0;1.2
